LOCATION,SUBURB,Reason Code,Audit Date
Seaspray Road,SEASPRAY,C,Dec-2023
Sebastopol-Smythesdale Road,ROSS CREEK,BC,Aug-2024
Selkirk Road,WOODSTOCK,AC,Aug-2024
Serpells Road,TEMPLESTOWE,BC,Jun-2024
Service Street,CLUNES,C,Aug-2024
Settlement Road,THOMASTOWN,ABCD,Aug-2024
Seventh Street,MILDURA,ABCD,Aug-2024
Seventh Street E,MILDURA,ABCD,Mar-2024
Seymour-Avenel Road,SEYMOUR,C,Aug-2024
Seymour-Pyalong Road,SEYMOUR,C,Aug-2024
Seymour-Tooborac Road,PUCKAPUNYAL,C,Aug-2024
Seymour-Tooborac Road,SEYMOUR,C,Aug-2024
Shakespeare Street,HAMILTON,C,May-2024
Shanahan Parade,NEWBOROUGH,AC,Feb-2024
Sharps Road,TULLAMARINE,ABCD,T
Shaws Road,WERRIBEE,C,T
Shearwater Drive,PAKENHAM,BC,Apr-2024
Sheepwash Road,BARWON HEADS,BC,Aug-2024
Shell Road,OCEAN GROVE,ABC,Aug-2024
Shell Road,POINT LONSDALE,ABC,Aug-2024
Sherbourne Road,MONTMORENCY,C,Aug-2024
Shoreline Drive,SEASPRAY,C,Dec-2023
Shrives Road,NARRE WARREN,B,Apr-2024
Simpsons Road,EAGLEHAWK,BCD,May-2024
Sinclairs Road,ROCKBANK,ABC,May-2024
Sixteenth Street,IRYMPLE,ABCD,Aug-2024
Sixteenth Street,MILDURA SOUTH,AC,Aug-2024
Sixteenth Street,MILDURA,BCD,Aug-2024
Skene Street,WARRNAMBOOL,C,Nov-2023
Skipton Street,REDAN,ABCD,Aug-2024
Skye Road,FRANKSTON,ABC,Sep-2024
Skyline Road,EILDON,B,Apr-2024
Sladen Street,CRANBOURNE,BC,Apr-2024
Smithfield Road,KENSINGTON,ABC,Aug-2024
Smiths Lane,PEARCEDALE,ABCD,Apr-2024
Smythes Road,DELACOMBE,BCD,Aug-2024
Snake Gully Drive,BUNDOORA,ABCD,Jan-2024
Sneydes Road,WERRIBEE,BC,T
Snow Road,OXLEY,ABCD,Aug-2024
Somerton Park Road,SALE,C,Dec-2023
Somerton Road,GREENVALE,ABC,Aug-2024
Somerton Road,BULLA,AC,Aug-2024
Somerville  Road,YARRAVILLE,BC,T
Somerville Road,SUNSHINE WEST,ABCD,Jun-2024
Somerville Road,YARRAVILLE,BCD,T
South Gippsland Highway,KOO WEE RUP,ABCD,T
South Gippsland Highway,DANDENONG SOUTH,ABCD,T
South Gippsland Highway,CRANBOURNE EAST,ABCD,Apr-2024
South Gippsland Highway,CLYDE,ABCD,Apr-2024
South Gippsland Highway,DEVON MEADOWS,ABCD,Apr-2024
South Gippsland Highway,YARRAM,AC,Dec-2023
South Gippsland Highway,LANG LANG,AC,Apr-2024
South Gippsland Highway,LYNBROOK,AC,Apr-2024
South Gippsland Highway,TOORADIN,BC,Apr-2024
South Gippsland Highway,ALBERTON,C,Dec-2023
South Gippsland Highway,HEDLEY,C,Dec-2023
South Gippsland Highway,LONGFORD,C,Dec-2023
South Gippsland Highway,STRADBROKE,C,Dec-2023
South Gippsland Highway,FIVE WAYS,C,Apr-2024
South Gippsland Highway,RUBY,C,Sep-2024
South Gippsland Highway,WELSHPOOL,C,Sep-2024
South Road,MOORABBIN,ABC,Jun-2024
South Road,HAMPTON,AC,Mar-2024
South Street,HADFIELD,BC,Aug-2024
South Valley Road,HIGHTON,ABCD,Aug-2024
Southern Road,HEIDELBERG HEIGHTS,C,Aug-2024
Specimen Hill Road,GOLDEN SQUARE,ABCD,Oct-2023
Specimen Hill Road,GOLDEN SQUARE,CD,May-2024
Spence Street,KEILOR PARK,BCD,Jun-2024
Spencer Street,MELBOURNE,ABCD,Aug-2024
Spring Gully Road,SPRING GULLY,ABCD,May-2024
Spring Road,DINGLEY VILLAGE,C,Jun-2024
Spring Road,SPRINGVALE SOUTH,CD,Aug-2024
Spring Street,PRESTON,ABCD,Aug-2024
Springbank Road,BULLAROOK,ABCD,Aug-2024
Springfield Road,BLACKBURN NORTH,C,Jun-2024
Springfield Road,MITCHAM,C,Jun-2024
Springs Road,CLARINDA,AC,Mar-2024
Springvale Road,FOREST HILL,ABCD,Jun-2024
Springvale Road,NUNAWADING,ABCD,Jun-2024
Springvale Road,KEYSBOROUGH,AC,Aug-2024
St Aidans Road,KENNINGTON,ABCD,May-2024
St Albans Road,ST ALBANS,ABCD,May-2024
St Albans Road,SUNSHINE NORTH,ABCD,May-2024
St Arnaud-Wycheproof Road,WOOROONOOK,C,Aug-2024
St Georges Road,CORIO,ABCD,Aug-2024
St Georges Road,TOORAK,BCD,Jun-2024
St Helena Road,ST HELENA,ABCD,Aug-2024
St James Road,ROSANNA,BCD,Aug-2024
St Kilda Road,ST KILDA,ABCD,Jun-2024
Stagecoach Boulevard,SOUTH MORANG,BCD,Aug-2024
Stanley Road,SILVER CREEK,ABCD,May-2024
Station Road,MELTON SOUTH,C,May-2024
Station Street,EPSOM,ABCD,Aug-2024
Station Street,FAIRFIELD,AC,Aug-2024
Station Street,NUNAWADING,ACD,Jun-2024
Station Street,OFFICER,B,Apr-2024
Station Street,POREPUNKAH,BCD,Apr-2024
Station Street,PORT MELBOURNE,BCD,Jun-2024
Station Street,BOX HILL,C,Jun-2024
Station Street,BOX HILL NORTH,C,Jun-2024
Station Street,BOX HILL SOUTH,C,Jun-2024
Stawell-Warracknabeal Road,WARRACKNABEAL,B,T
Stawell-Warracknabeal Road,GLENORCHY,C,T
Stawell-Warracknabeal Road,SHEEP HILLS,C,T
Stead Street,SALE,BC,Dec-2023
Stephensons Road,MOUNT WAVERLEY,C,Jun-2024
Sternberg Street,KENNINGTON,CD,May-2024
Stony Point Road,CRIB POINT,BC,Sep-2024
Strachans Road,MORNINGTON,BC,Sep-2024
Stratford-Maffra Road,MAFFRA,C,Dec-2023
Strathallan Road,MACLEOD,B,Aug-2024
Strickland Road,EAST BENDIGO,ABCD,May-2024
Strzelecki Highway,BERRYS CREEK,A,Sep-2024
Strzelecki Highway,MIRBOO NORTH,A,Sep-2024
Strzelecki Highway,DRIFFIELD,ABC,Feb-2024
Stud Road,ROWVILLE,AC,Jul-2024
Studley Park Road,KEW,ACD,May-2024
Studley Road,EAGLEMONT,BCD,Aug-2024
Sturt Highway,KARAWINNA,ABC,Aug-2024
Sturt Highway,YARRARA,ABC,Aug-2024
Sturt Highway,MERBEIN SOUTH,BC,Aug-2024
Sturt Highway,MERINGUR,C,Aug-2024
Sturt Highway,MERRINEE,C,Aug-2024
Sturt Highway,WARGAN,C,Aug-2024
Summerhill Road,GLEN IRIS,ACD,Jul-2024
Sunbury Road,SUNBURY,AC,Aug-2024
Sunraysia Highway,LAMPLOUGH,BC,Aug-2024
Sunraysia Highway,LEARMONTH,BC,Aug-2024
Sunraysia Highway,TANWOOD,BC,Aug-2024
Sunraysia Highway,GAMA,C,T
Sunraysia Highway,CARAPOOEE,C,T
Sunraysia highway,SWANWATER,C,T
Sunraysia Highway,BRONZEWING,C,Aug-2024
Sunraysia Highway,GYPSUM,C,Aug-2024
Sunraysia Highway,BIRCHIP,C,Aug-2024
Sunraysia Highway,DONALD,C,Aug-2024
Sunshine Avenue,KEILOR DOWNS,ABC,Jun-2024
Sunshine Avenue,TAYLORS LAKES,BCD,Jun-2024
Surrey Road,BLACKBURN NORTH,BCD,Jun-2024
Sussex Street,COBURG NORTH,B,Aug-2024
Sutton Street,WARRAGUL,CD,T
Swansea Road,LILYDALE,A,Jul-2024
Swansea Road,MONTROSE,C,May-2024
Sydenham Road,SYDENHAM,C,May-2024
Sydney Road,CAMPBELLFIELD,ABCD,Aug-2024
Sydney Road,CRAIGIEBURN,ABCD,Aug-2024
Sydney Road,FAWKNER,ABCD,Aug-2024
Sydney Street,ALBION,BCD,Jun-2024
Symonds Street,GOLDEN SQUARE,ACD,May-2024
Taggerty-Thornton Road,THORNTON,C,Apr-2024
Tallarook Street,SEYMOUR,ABCD,T
Tannery Lane,MANDURANG,ACD,May-2024
Tarcombe Road,SEYMOUR,BC,T
Tarcombe Street,EUROA,C,Apr-2024
Tarneit Road,HOPPERS CROSSING,ABC,T
Tarneit Road,TARNEIT,ABCD,Apr-2024
Tarneit Road,WERRIBEE,ABCD,Apr-2024
Tatura-Undera Road,GILLIESTON,BC,Aug-2024
Taylor Street,ASCOT,ABCD,May-2024
Taylors Road,TAYLORS HILL,ABC,May-2024
Taylors Road,CAROLINE SPRINGS,ABC,May-2024
Taylors Road,KEILOR DOWNS,ABCD,Jun-2024
Taylors Road,ST ALBANS,AC,May-2024
Taylors Road,PLUMPTON,BC,May-2024
Taylors Road,DELAHEY,BCD,May-2024
Templeton Street,WANTIRNA,ABC,Jul-2024
Templewood Crescent,AVONDALE HEIGHTS,BCD,Aug-2024
Tennyson Street,ELWOOD,BCD,Jun-2024
Tenth Street,MILDURA,BCD,Aug-2024
Tesselaar Road,WOLLERT,BCD,Jun-2024
Thacker Street,OCEAN GROVE,BC,Aug-2024
The Avenue,SPOTSWOOD,C,T
The Avenue,SUNBURY,C,Aug-2024
The Avenue of Honour,BACCHUS MARSH,BC,Aug-2024
The Boulevard,SHEPPARTON,BC,Aug-2024
The Boulevard,PORT MELBOURNE,BCD,Jun-2024
The Esplanade,TORQUAY,BC,Aug-2024
The Eyrie,EAGLEMONT,B,Aug-2024
The Lakes Boulevard,SOUTH MORANG,BC,Aug-2024
Thistle Street,GOLDEN SQUARE,BCD,May-2024
Thomas Street,BRIGHTON EAST,AC,Mar-2024
Thompson Road,BANGHOLME,ABCD,T
Thompson Road,NORLANE,BC,Aug-2024
Thompsons Road,LYNDHURST,ABC,Apr-2024
Thompsons Road,CRANBOURNE,BC,Apr-2024
Thompsons Road,NEWBOROUGH,BCD,Feb-2024
Thornhill Road,HIGHTON,ABCD,Aug-2024
Tinks Road,NARRE WARREN,B,Apr-2024
Tobin Street,ARARAT,BC,T
Tocumwal Road,NUMURKAH,C,May-2024
Todd Road,PORT MELBOURNE,ABCD,T
Todd Road,FISHERMENS BEND,BCD,Aug-2024
Tomahawk Creek Road,PIRRON YALLOCK,ABC,Aug-2024
Tomahawk Creek Road,IRREWILLIPE,BC,Aug-2024
Tone Road,WANGARATTA,ABCD,Aug-2024
Tonkin Avenue,COBURG NORTH,BCD,Aug-2024
Toolamba road,MOOROOPNA,BC,Aug-2024
Toomuc Valley Road,PAKENHAM,BC,Apr-2024
Toorak Road,SOUTH YARRA,ABCD,Jun-2024
Toorak Road,TOORAK,ABCD,Jun-2024
Tooronga Road,GLEN IRIS,ABCD,Aug-2024
Tooronga Road,HAWTHORN EAST,AC,Jun-2024
Tooronga Road,MALVERN EAST,C,Jun-2024
Torbay Street,MACLEOD,AC,Aug-2024
Torquay Road,GROVEDALE,ABCD,Aug-2024
Townsend Road,NEWCOMB,ABCD,Aug-2024
Toyon Road,KALKALLO,ABC,Aug-2024
Trafalgar-Mirboo North Road,TRAFALGAR SOUTH,ABCD,T
Traralgon Creek Road,TRARALGON SOUTH,ABC,Feb-2024
Traralgon West Road,MARYVALE,AC,Feb-2024
Traralgon-Maffra Road,HEYFIELD,ABC,Dec-2023
Traralgon-Maffra Road,GLENGARRY,ABC,Feb-2024
Traralgon-Maffra Road,COWWARR,ABCD,Dec-2023
Traralgon-Maffra Road,DENISON,C,Dec-2023
Traralgon-Maffra Road,MAFFRA,C,Dec-2023
Trentham Road,KYNETON,ABCD,T
Trentham Road,TYLDEN,CD,May-2024
Truemans Road,CAPEL SOUND,ABCD,T
Truemans Road,TOOTGAROOK,C,Sep-2024
Tucker Road,BENTLEIGH,C,Mar-2024
Tuckfield Street,OCEAN GROVE,BC,Aug-2024
Tulip Street,BLACK ROCK,C,Jun-2024
Twelfth Street,MILDURA,BC,Aug-2024
Twentieth Street,CARDROSS,C,Aug-2024
Twentieth Street,KOORLONG,C,Aug-2024
Twenty Second Street,RED CLIFFS,ABCD,Aug-2024
Twyford Road,CLYDE,B,Apr-2024
Tyabb-Tooradin Road,PEARCEDALE,B,Apr-2024
Tyers Street,STRATFORD,C,Dec-2023
U T Creek Road,ALEXANDRA,B,Apr-2024
Ultimo Street,MANSFIELD,BCD,Apr-2024
Union Road,SURREY HILLS,BCD,Jun-2024
Union Road,BALWYN,C,May-2024
Union Street,BRIGHTON EAST,B,Jun-2024
Upper California Gully Road,CALIFORNIA GULLY,ABCD,May-2024
Upper Heidelberg Road,IVANHOE,B,Aug-2024
UT Creek Road,EILDON,B,Apr-2024
Valley Drive,WALLAN,BC,Aug-2024
Vasey Avenue,LALOR,BCD,Aug-2024
Ventnor Road,VENTNOR,C,Sep-2024
Victa Road,EAST BENDIGO,ABCD,May-2024
Victoria Cross Parade,WODONGA,BCD,May-2024
Victoria Road,NORTHCOTE,ABCD,Aug-2024
Victoria Road,THORNBURY,ABCD,Aug-2024
Victoria Street,BRUNSWICK,ABC,Aug-2024
Victoria Street,BRUNSWICK WEST,ABC,Aug-2024
Victoria Street,CARISBROOK,ABCD,Aug-2024
Victoria Street,PRESTON,BC,Aug-2024
Victoria Street,IRONBARK,BCD,May-2024
Victoria Street,ALTONA MEADOWS,C,T
Victoria Street,WILLIAMSTOWN,C,T
Victoria Street,HAMILTON,C,May-2024
View Street,ST ALBANS,C,May-2024
Villa Road,SPRINGVALE,BCD,Aug-2024
Vincent Avenue,ST ALBANS,C,May-2024
Vineyard Road,SUNBURY,ABC,Aug-2024
Wahring-Murchison East Road,MURCHISON EAST,C,Aug-2024
Wahring-Murchison Road,WAHRING,C,Aug-2024
Waiora Road,HEIDELBERG HEIGHTS,ABCD,Aug-2024
Wallace Street,BAIRNSDALE,C,Dec-2023
Wallan Road,WHITTLESEA,BCD,Aug-2024
Wallan Road,GLENVALE,C,Aug-2024
Wallington-Ocean Grove Road,WALLINGTON,ABCD,Aug-2024
Walnut Avenue,MILDURA,ABCD,Aug-2024
Walnut Avenue,MILDURA SOUTH,C,Aug-2024
Wanda Street,MULGRAVE,ABCD,Jun-2024
Wangandary Road,WANGARATTA,BC,T
Wangaratta Road,WANGARATTA,ABC,May-2024
Wangaratta Whitfield Road,KING VALLEY,C,May-2024
Wangaratta-Whitfield Road,WANGARATTA,ABCD,Aug-2024
Wangaratta-Yarrawonga Road,KILLAWARRA,ABC,May-2024
Wangaratta-Yarrawonga Road,WALDARA,ABCD,Aug-2024
Wangaratta-Yarrawonga Road,PEECHELBA,BC,May-2024
Wangoom Road,WARRNAMBOOL,C,Jan-2024
Warburton Highway,LILYDALE,ABC,May-2024
Warburton Highway,WESBURN,ABC,May-2024
Warburton Highway,SEVILLE,ABCD,May-2024
Warburton Highway,WOORI YALLOCK,AC,May-2024
Warneet Road,BLIND BIGHT,B,Apr-2024
Warneet Road,WARNEET,B,Apr-2024
Warragul-Korumburra Road,WARRAGUL SOUTH,ABC,T
Warralily Boulevard,ARMSTRONG CREEK,ABCD,Aug-2024
Warrandyte Road,RINGWOOD NORTH,ABC,Jul-2024
Warrandyte Road,LANGWARRIN,ABC,Sep-2024
Warrandyte Road,LANGWARRIN SOUTH,BC,Sep-2024
Warrigal Road,HEATHERTON,ABCD,T
Warrigal Road,CHADSTONE,ABCD,Apr-2024
Warrigal Road,BENTLEIGH EAST,AC,Mar-2024
Warrigal Road,OAKLEIGH SOUTH,C,Jun-2024
Warrigal Road,BURWOOD,C,Jun-2024
Waterside Drive,WATERWAYS,BC,Mar-2024
Waterview Drive,MERNDA,BC,Aug-2024
Watson Street,WALLAN,ABCD,T
Wattle Glen-Kangaroo Ground Road,KANGAROO GROUND,AC,Aug-2024
Wattle Road,MAIDSTONE,C,T
Wattle Valley Road,CAMBERWELL,ABCD,Jun-2024
Wattletree Road,MALVERN,AC,Jun-2024
Wattletree Road,MALVERN EAST,C,Jun-2024
Wattletree Road,ARMADALE,CD,Jun-2024
Waverley Road,MALVERN EAST,C,Aug-2024
Wawunna Road,HORSHAM,BC,T
Weatherall Road,CHELTENHAM,AC,Mar-2024
Webb Dock Drive,PORT MELBOURNE,ABCD,T
Webb Road,ROCHESTER,AB,May-2024
Wedge Road,CARRUM DOWNS,C,Sep-2024
Welcome Road,DIGGERS REST,BC,May-2024
Wellington Parade South,EAST MELBOURNE,BCD,Aug-2024
Wellington Road,CLAYTON,ABCD,T
Wellington Road,WHEELERS HILL,ABCD,T
Wellington Road,LYSTERFIELD,ACD,Jul-2024
Wellington Street,STRATHFIELDSAYE,ABCD,May-2024
Wells Road,ASPENDALE GARDENS,ABCD,T
Wells Road,CHELSEA HEIGHTS,ABCD,T
Wells Road,SEAFORD,C,Sep-2024
Wendouree Parade,BALLARAT,C,Aug-2024
Wentworth Road,MERBEIN,C,Aug-2024
Were Street,BRIGHTON,ABC,Mar-2024
Werril Street,SWAN HILL,BC,Aug-2024
West Street,GLENROY,C,Aug-2024
Westall Road,CLAYTON,ABC,Jun-2024
Westall Road,SPRINGVALE SOUTH,C,Aug-2024
Westall Road Extension,DINGLEY VILLAGE,C,Mar-2024
Western Avenue,WESTMEADOWS,BC,Aug-2024
Western Freeway,ROCKBANK,ABC,May-2024
Western Freeway,TRUGANINA,ABCD,T
Western Freeway,MELTON,ABCD,May-2024
Western Freeway,BACCHUS MARSH,ABCD,Aug-2024
Western Freeway,BALLAN,ABCD,Aug-2024
Western Freeway,BUANGOR,B,T
Western Freeway,GORDON,C,Aug-2024
Western Highway,LEIGH CREEK,ABC,Aug-2024
Western Highway,CAROLINE SPRINGS,ABCD,T
Western Highway,GREAT WESTERN,ABCD,Mar-2024
Western Highway,STAWELL,ABCD,Mar-2024
Western Highway,WARRENHEIP,ABCD,Jul-2024
Western Highway,BEAUFORT,ABCD,Aug-2024
Western Highway,WINDERMERE,ABCD,Aug-2024
Western Highway,DIMBOOLA,AC,T
Western Highway,DRUNG,AC,T
Western Highway,LAWLOIT,AC,T
Western Highway,MIRAM,AC,T
Western Highway,BURRUMBEET,ACD,Aug-2024
Western Highway,ARARAT,B,T
Western Highway,DADSWELLS BRIDGE,BC,T
Western Highway,ARMSTRONG,C,T
Western Highway,DEEP LEAD,C,T
Western Highway,DAHLEN,C,T
Western Highway,DRUNG DRUNG SOUTH,C,T
Western Highway,GERANG GERUNG,C,T
Western Highway,KINIMAKATKA,C,T
Western Highway,LOCHIEL,C,T
Western Highway,MIRAM SOUTH,C,T
Western Port Highway,LANGWARRIN,ABC,Sep-2024
Western Port Highway,SKYE,ABC,Sep-2024
Western Port Highway,LYNDHURST,C,Aug-2024
Westernport Highway,LANGWARRIN,C,Apr-2024
Westernport Road,LANG LANG,B,Apr-2024
Westernport Road,RIPPLEBROOK,C,T
Westgarth Street,WESTGARTH,BCD,Aug-2024
Westmelton Drive,MELTON WEST,C,May-2024
Westmoreland Road,SUNSHINE NORTH,BCD,Jun-2024
Westwood Drive,BURNSIDE,ABCD,May-2024
Westwood Drive,CAROLINE SPRINGS,ABCD,May-2024
Wheatsheaf Road,GLENROY,BCD,Aug-2024
White Hill Road,DROMANA,C,Sep-2024
Whites Road,WARRNAMBOOL,C,Nov-2023
Whitfield Road,MOYHU,BC,Apr-2024
Whittlesea-Kinglake Road,KINGLAKE CENTRAL,BC,Aug-2024
Whittlesea-Kinglake Road,KINGLAKE WEST,BC,Aug-2024
Whittlesea-Kinglake Road,PHEASANT CREEK,BC,Aug-2024
Whittlesea-Yea Road,WHITTLESEA,ABCD,Aug-2024
Wickham Road,HIGHETT,ABCD,Jun-2024
Wickham Road,MOORABBIN,C,Jun-2024
Widford Street,GLENROY,C,Aug-2024
Willaton Street,ST ALBANS,C,May-2024
Williams Road,PRAHRAN,C,Jun-2024
Williamson Street,BENDIGO,ABCD,May-2024
Williamstown Road,PORT MELBOURNE,BCD,Jun-2024
Willis Street,HAMPTON,ABC,Mar-2024
Willowgrove Road,TRAFALGAR,AC,T
Wilsons Road,MORNINGTON,BC,Sep-2024
Wilton Vale Road,SOUTH MORANG,BC,Aug-2024
Wimmera Highway,NEWBRIDGE,ABCD,Aug-2024
Wimmera Highway,APSLEY,C,T
Wimmera Highway,KOOREH,C,T
Wimmera Highway,MOOLERR,C,T
Wimmera Highway,ST ARNAUD,C,T
Wimmera Highway,HORSHAM,C,T
Wimmera Highway,KARNAK,C,T
Wimmera Highway,QUANTONG,C,T
Windsor Avenue,SPRINGVALE,BC,Aug-2024
Winmalee Road,BALWYN,ABCD,May-2024
Winton-Glenrowan Road,WINTON NORTH,BC,Apr-2024
Withers Lane,MANSFIELD,BCD,Apr-2024
Witt Street,BENALLA,BC,May-2024
Wodonga-Yackandandah Road,BARANDUDA,AC,May-2024
Wodonga-Yackandandah Road,STAGHORN FLAT,C,May-2024
Wollaston Road,WARRNAMBOOL,C,Nov-2023
Wood Street,FLINDERS,BC,Sep-2024
Wood Street,PRESTON,C,Aug-2024
Woodbine Road,CRANBOURNE NORTH,BCD,Apr-2024
Woodend-Tylden Road,TYLDEN,AC,Aug-2024
Woodland Street,ESSENDON,BCD,Aug-2024
Woodland Street,STRATHMORE,C,Aug-2024
Woods Point Road,EAST WARBURTON,ABC,May-2024
Woods Point Road,MCMAHONS CREEK,ABC,May-2024
Woods Street,BEACONSFIELD,AD,Apr-2024
Wooralla Drive,MOUNT ELIZA,BCD,Sep-2024
Woori Yallock Road,COCKATOO,ABC,Apr-2024
Woori Yallock Road,NANGANA,ABC,Apr-2024
Woorinen Road,SWAN HILL,C,Aug-2024
Woorinen-Vinifera Road,WOORINEN NORTH,BC,Aug-2024
Woorinen-Vinifera Road,WOORINEN SOUTH,BC,Aug-2024
Worsley Road,BANGHOLME,ABCD,Aug-2024
Wright Street,SUNSHINE,ABCD,Jun-2024
Wright Street,SUNSHINE WEST,BCD,Jun-2024
Wungan Street,MACLEOD,BC,Aug-2024
Wurundjeri Way,DOCKLANDS,ABCD,Aug-2024
Yallambie Road,YALLAMBIE,AC,Aug-2024
Yankee Flat Road,WARRENHEIP,C,Aug-2024
Yarra Boulevard,KEW,ABCD,Jan-2024
Yarra Boulevard,RICHMOND,BC,Aug-2024
Yarra Glen Bypass,YARRA GLEN,C,Jul-2024
Yarra Road,WONGA PARK,C,Jun-2024
Yarrawonga Wangaratta Road,PEECHELBA,BC,May-2024
York Street,BALLARAT EAST,ABC,Aug-2024
Yuille Street,MELTON,BC,May-2024